AVIBASEID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
CAA5E106,1424.0,1022.0,776.0,1073.0,984.0,1200.0,989.0,934.0,704.0,703.0,585.0,477.0,456.0,482.0,385.0,372.0,360.0,336.0,222.0,232.0,276.0,313.0,259.0,195.0,226.0,197.0,376.0,225.0,231.0,272.0,339.0,232.0,282.0,272.0,326.0,432.0,465.0,503.0,585.0,552.0,660.0,864.0,582.0,729.0,825.0,981.0,1086.0,570.0,519.0,839.0,656.0,804.0
CB343E43,16978.0,11479.0,9538.0,10812.0,7482.0,5426.0,3754.0,7349.0,3049.0,3013.0,7795.0,4723.0,3734.0,5196.0,5517.0,21586.0,27433.0,74797.0,7692.0,212.0,8.0,25.0,0.0,1.0,6.0,6.0,170.0,732.0,14546.0,10685.0,14959.0,9305.0,8417.0,13544.0,8634.0,10303.0,5057.0,19304.0,17532.0,20703.0,49842.0,36393.0,7177.0,11610.0,16772.0,19539.0,20771.0,8166.0,8227.0,22058.0,13416.0,11151.0
D05FFEF7,1587.0,433.0,690.0,844.0,477.0,470.0,548.0,712.0,483.0,662.0,619.0,740.0,623.0,968.0,853.0,480.0,502.0,678.0,633.0,347.0,541.0,341.0,488.0,407.0,400.0,229.0,264.0,479.0,452.0,173.0,289.0,476.0,358.0,1012.0,306.0,454.0,278.0,287.0,259.0,322.0,465.0,319.0,370.0,468.0,368.0,565.0,1063.0,494.0,524.0,1685.0,415.0,866.0
D13B9122,1667.0,1324.0,784.0,1286.0,1153.0,1485.0,1122.0,1507.0,1501.0,1196.0,1249.0,1146.0,1724.0,1761.0,1163.0,4917.0,2366.0,5965.0,2663.0,1780.0,2640.0,5384.0,7009.0,4898.0,1737.0,2202.0,2985.0,2943.0,1948.0,1601.0,2241.0,2096.0,2053.0,1272.0,1632.0,2238.0,1869.0,1705.0,1850.0,2444.0,1825.0,2643.0,861.0,1685.0,2127.0,2546.0,1284.0,1306.0,854.0,1467.0,1072.0,699.0
D201EB72,87186.0,71604.0,43264.0,58519.0,29619.0,33809.0,31179.0,32040.0,26418.0,35965.0,15826.0,11673.0,11355.0,7053.0,10833.0,1860.0,2284.0,293.0,194.0,73.0,37.0,103.0,43.0,67.0,78.0,11.0,94.0,28.0,18.0,125.0,25.0,20.0,10.0,55.0,194.0,458.0,1933.0,4312.0,5179.0,9298.0,14104.0,27244.0,22436.0,24645.0,29910.0,31904.0,40295.0,118077.0,25855.0,52904.0,35586.0,36877.0
D3A260BC,721828.0,276451.0,186354.0,280344.0,111072.0,93874.0,145471.0,168924.0,83007.0,99935.0,1037260.0,107775.0,31542.0,58034.0,11920.0,2768.0,522.0,272.0,52.0,37.0,45.0,15.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,5.0,11.0,2.0,301.0,1324.0,20104.0,22717.0,95775.0,287311.0,258373.0,322235.0,305142.0,101091.0,109087.0,457376.0,179128.0
DE0971C1,410.0,205.0,200.0,305.0,203.0,127.0,103.0,223.0,178.0,166.0,210.0,297.0,310.0,239.0,742.0,561.0,498.0,764.0,932.0,462.0,949.0,1160.0,1645.0,2545.0,1588.0,1434.0,1943.0,1555.0,1499.0,1802.0,1629.0,1681.0,1620.0,1576.0,1292.0,1470.0,1721.0,962.0,1063.0,824.0,629.0,607.0,1217.0,402.0,592.0,477.0,337.0,187.0,178.0,243.0,527.0,297.0
DE473F42,25.0,3.0,0.0,2.0,6.0,4.0,3.0,12.0,9.0,78.0,138.0,226.0,508.0,600.0,881.0,1668.0,925.0,973.0,702.0,898.0,952.0,1137.0,856.0,476.0,447.0,418.0,263.0,316.0,470.0,2701.0,1620.0,957.0,568.0,116.0,166.0,189.0,242.0,292.0,292.0,83.0,40.0,10.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
E0A04985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,120.0,660.0,2079.0,3693.0,3048.0,2884.0,1521.0,1793.0,2038.0,1201.0,1066.0,903.0,1034.0,1056.0,1012.0,968.0,511.0,500.0,314.0,168.0,85.0,56.0,36.0,13.0,6.0,0.0,8.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E196D6F9,17284.0,14366.0,13105.0,22946.0,7928.0,8636.0,7820.0,39361.0,12394.0,30254.0,11839.0,2375.0,704.0,147.0,157.0,93.0,175.0,245.0,150.0,97.0,135.0,375.0,408.0,308.0,133.0,112.0,69.0,180.0,73.0,55.0,106.0,86.0,52.0,126.0,160.0,140.0,116.0,1336.0,9802.0,6193.0,18676.0,27822.0,8433.0,16724.0,19448.0,57584.0,61050.0,14384.0,11882.0,27930.0,14191.0,8050.0
E6F3BA54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,385.0,1462.0,6191.0,19728.0,1713.0,992.0,2208.0,2619.0,331.0,6.0,3.0,57.0,27.0,101.0,261.0,459.0,5075.0,17314.0,19838.0,57484.0,34274.0,45670.0,26521.0,17364.0,7162.0,3110.0,368.0,106.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E7A14E91,22872.0,12493.0,12436.0,25589.0,22894.0,8988.0,7873.0,12941.0,7511.0,5252.0,5629.0,6204.0,7139.0,9816.0,3893.0,2790.0,1362.0,648.0,414.0,338.0,421.0,670.0,1028.0,2679.0,2574.0,3316.0,6066.0,11143.0,9613.0,18602.0,16479.0,17568.0,11289.0,14402.0,17912.0,21168.0,16952.0,16034.0,12069.0,14953.0,12355.0,13262.0,15942.0,15979.0,16524.0,18889.0,15460.0,12347.0,8388.0,20143.0,8713.0,11582.0
EA4D6C0B,1721.0,1518.0,949.0,1537.0,1014.0,1124.0,1129.0,1558.0,902.0,1089.0,1425.0,1240.0,1169.0,1140.0,1105.0,1093.0,1079.0,971.0,889.0,697.0,851.0,819.0,594.0,490.0,450.0,548.0,589.0,635.0,565.0,472.0,449.0,464.0,482.0,481.0,632.0,883.0,957.0,1093.0,1141.0,1335.0,961.0,818.0,674.0,842.0,915.0,972.0,989.0,612.0,872.0,1460.0,1101.0,1379.0
EA5E858A,222179.0,36851.0,24628.0,42580.0,16198.0,19060.0,19573.0,35077.0,15425.0,28178.0,15153.0,11053.0,12029.0,11177.0,15523.0,8706.0,7877.0,7536.0,6945.0,4355.0,5665.0,6582.0,5583.0,8214.0,6333.0,5585.0,5037.0,5412.0,4987.0,12952.0,6232.0,7152.0,8748.0,10234.0,10294.0,13597.0,14128.0,14539.0,19826.0,18892.0,19260.0,21641.0,11530.0,21776.0,23553.0,23757.0,38862.0,25715.0,22126.0,41974.0,38190.0,52336.0
EB98812F,573.0,419.0,308.0,431.0,252.0,307.0,289.0,417.0,348.0,320.0,480.0,406.0,498.0,516.0,447.0,459.0,387.0,328.0,257.0,202.0,280.0,281.0,246.0,193.0,202.0,194.0,236.0,261.0,236.0,251.0,291.0,263.0,299.0,214.0,324.0,413.0,732.0,933.0,1523.0,2265.0,1384.0,766.0,711.0,514.0,444.0,425.0,513.0,338.0,366.0,600.0,418.0,462.0
ED4CE8E7,181515.0,150840.0,81609.0,130394.0,59913.0,69113.0,85082.0,85821.0,24099.0,62854.0,59489.0,75615.0,58172.0,26197.0,96404.0,19198.0,24023.0,3450.0,1265.0,468.0,763.0,832.0,755.0,465.0,363.0,251.0,244.0,214.0,228.0,297.0,415.0,1326.0,6705.0,9930.0,13226.0,43131.0,20735.0,50803.0,20766.0,31826.0,54019.0,58258.0,76352.0,56029.0,82830.0,84821.0,92798.0,87911.0,112535.0,92711.0,110474.0,72554.0
F012ED4B,1259.0,1202.0,504.0,1029.0,811.0,914.0,911.0,2065.0,364.0,279.0,499.0,422.0,237.0,199.0,187.0,140.0,128.0,152.0,108.0,37.0,60.0,59.0,94.0,48.0,59.0,86.0,71.0,159.0,230.0,529.0,585.0,679.0,889.0,563.0,597.0,752.0,785.0,974.0,666.0,396.0,831.0,3322.0,871.0,570.0,1019.0,367.0,521.0,704.0,177.0,2235.0,519.0,896.0
F59AB6B3,7199.0,4266.0,2998.0,281.0,639.0,352.0,966.0,487.0,195.0,50.0,26.0,147.0,25.0,77.0,202.0,286.0,816.0,2252.0,4397.0,6578.0,6453.0,6925.0,8795.0,7941.0,9275.0,15702.0,18026.0,25301.0,19168.0,19285.0,24750.0,40046.0,27784.0,39042.0,39275.0,47170.0,49731.0,68337.0,107226.0,105870.0,83798.0,93507.0,58649.0,48736.0,45542.0,45727.0,37860.0,35754.0,62769.0,27728.0,9956.0,7633.0
F5C181CA,0.0,0.0,0.0,0.0,0.0,2.0,49.0,446.0,1097.0,9182.0,7108.0,10465.0,8649.0,16524.0,22860.0,22671.0,36865.0,30117.0,22476.0,18819.0,25300.0,21665.0,25917.0,21260.0,32247.0,26053.0,17735.0,20168.0,12261.0,9864.0,9431.0,7835.0,3386.0,2571.0,1341.0,568.0,294.0,91.0,96.0,67.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6C6C3F7,1739.0,888.0,704.0,906.0,562.0,668.0,715.0,949.0,577.0,637.0,623.0,845.0,815.0,981.0,739.0,613.0,604.0,763.0,535.0,269.0,564.0,52.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,25.0,80.0,375.0,572.0,1078.0,1495.0,3348.0,4130.0,4003.0,2837.0,2139.0,1380.0,2133.0,1438.0,1925.0,1282.0,1338.0,1013.0,2584.0,1243.0,2362.0
F6CA75F0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,258.0,604.0,1051.0,788.0,1285.0,2494.0,2246.0,2722.0,1568.0,1177.0,1208.0,1231.0,1358.0,1017.0,1171.0,1071.0,764.0,438.0,398.0,379.0,287.0,373.0,195.0,210.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9305BAA,799.0,496.0,417.0,478.0,269.0,254.0,373.0,521.0,255.0,429.0,538.0,1146.0,1303.0,1626.0,2738.0,5378.0,3676.0,3010.0,1669.0,751.0,373.0,227.0,214.0,77.0,61.0,162.0,419.0,981.0,1032.0,1038.0,1088.0,1002.0,628.0,993.0,1482.0,1679.0,1229.0,1085.0,773.0,829.0,578.0,770.0,901.0,692.0,1149.0,1009.0,596.0,521.0,742.0,685.0,328.0,621.0
F93AC929,5984.0,4103.0,4925.0,5641.0,2266.0,3312.0,3801.0,3276.0,2082.0,2511.0,3408.0,3260.0,3711.0,3797.0,4383.0,5210.0,6035.0,5478.0,5222.0,3370.0,4007.0,4068.0,2977.0,2450.0,2653.0,2737.0,2499.0,2748.0,3536.0,2849.0,4320.0,3823.0,4292.0,4083.0,3872.0,5793.0,6302.0,7238.0,6318.0,5881.0,5260.0,6470.0,4561.0,4160.0,4750.0,4473.0,4170.0,3137.0,3450.0,6774.0,5775.0,5179.0
FB738385,47220.0,33040.0,17408.0,37244.0,24772.0,31069.0,15769.0,24967.0,18239.0,16052.0,19101.0,13002.0,12586.0,13431.0,8203.0,4890.0,2591.0,765.0,791.0,299.0,138.0,204.0,213.0,124.0,213.0,330.0,140.0,115.0,113.0,260.0,165.0,115.0,105.0,222.0,31.0,85.0,99.0,50.0,41.0,91.0,207.0,512.0,3222.0,13659.0,35701.0,23743.0,25479.0,22321.0,26247.0,53009.0,24426.0,36475.0
FC366114,728.0,439.0,329.0,556.0,289.0,321.0,303.0,467.0,304.0,372.0,411.0,365.0,333.0,327.0,312.0,379.0,411.0,296.0,202.0,199.0,188.0,218.0,146.0,168.0,159.0,127.0,134.0,122.0,156.0,135.0,137.0,180.0,205.0,135.0,218.0,285.0,320.0,453.0,393.0,377.0,280.0,273.0,245.0,210.0,278.0,279.0,255.0,155.0,223.0,631.0,395.0,323.0
FD2B0309,6230.0,21361.0,10209.0,19850.0,1067.0,676.0,1396.0,2812.0,1959.0,2493.0,6741.0,1903.0,2410.0,2240.0,3901.0,5303.0,7316.0,11651.0,21336.0,1776.0,3011.0,7777.0,5844.0,4806.0,7258.0,7448.0,22277.0,7466.0,15560.0,11308.0,9766.0,7022.0,10521.0,8123.0,8222.0,7529.0,9801.0,6808.0,6466.0,3524.0,5080.0,6584.0,1930.0,1880.0,1197.0,5535.0,2547.0,5118.0,3528.0,824.0,18612.0,5102.0
FED3756C,680.0,545.0,602.0,945.0,285.0,422.0,730.0,544.0,237.0,358.0,597.0,318.0,380.0,363.0,466.0,294.0,280.0,316.0,309.0,254.0,279.0,279.0,217.0,309.0,154.0,106.0,148.0,93.0,105.0,83.0,92.0,63.0,64.0,83.0,61.0,46.0,65.0,54.0,67.0,71.0,86.0,160.0,147.0,168.0,169.0,308.0,499.0,306.0,212.0,517.0,443.0,561.0
FF592882,4359.0,3446.0,2410.0,3317.0,2640.0,2578.0,2788.0,4024.0,2504.0,2697.0,3574.0,3647.0,3463.0,3520.0,3305.0,3815.0,2924.0,3394.0,3511.0,2800.0,4477.0,4961.0,4242.0,4183.0,3689.0,3611.0,3633.0,3501.0,3480.0,3356.0,3592.0,3396.0,4187.0,3993.0,5350.0,6881.0,6282.0,8459.0,6692.0,6440.0,5958.0,4810.0,3233.0,3710.0,3822.0,3928.0,3154.0,2913.0,2473.0,6349.0,3352.0,4343.0
FFF61080,389.0,249.0,126.0,221.0,177.0,105.0,103.0,291.0,179.0,241.0,833.0,1551.0,1961.0,2857.0,3281.0,4279.0,2910.0,2367.0,1794.0,1100.0,1419.0,1638.0,1174.0,1045.0,841.0,562.0,452.0,281.0,403.0,351.0,326.0,293.0,362.0,584.0,586.0,870.0,1102.0,1244.0,1265.0,946.0,479.0,331.0,187.0,221.0,218.0,261.0,408.0,166.0,193.0,347.0,316.0,324.0
