AVIBASEID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
58C502EA,65.0,33.0,32.0,40.0,5.0,21.0,27.0,84.0,147.0,1084.0,1310.0,2132.0,2854.0,3720.0,6830.0,6710.0,7281.0,7538.0,5343.0,4633.0,5596.0,5697.0,6041.0,4972.0,4543.0,4399.0,6042.0,4900.0,5993.0,6597.0,10304.0,8528.0,6896.0,7359.0,9530.0,10610.0,8118.0,7646.0,2596.0,1421.0,683.0,155.0,34.0,14.0,2.0,3.0,1.0,5.0,4.0,158.0,120.0,84.0
5CBA3391,1711.0,1457.0,518.0,1201.0,630.0,1182.0,936.0,943.0,603.0,1282.0,750.0,688.0,800.0,873.0,1136.0,1020.0,894.0,1152.0,756.0,657.0,830.0,733.0,629.0,578.0,434.0,576.0,629.0,382.0,781.0,864.0,655.0,757.0,644.0,675.0,592.0,899.0,703.0,535.0,705.0,544.0,415.0,648.0,459.0,1293.0,759.0,890.0,1227.0,692.0,448.0,491.0,652.0,277.0
5F8E7CA8,258.0,145.0,147.0,273.0,90.0,216.0,150.0,181.0,133.0,111.0,165.0,99.0,134.0,152.0,107.0,141.0,200.0,109.0,118.0,49.0,91.0,101.0,69.0,49.0,80.0,67.0,42.0,49.0,52.0,32.0,26.0,20.0,76.0,57.0,71.0,98.0,54.0,87.0,123.0,121.0,125.0,212.0,80.0,102.0,100.0,120.0,139.0,113.0,127.0,189.0,174.0,123.0
603194D3,1826.0,1811.0,1374.0,2346.0,1536.0,1476.0,1262.0,2076.0,1256.0,1581.0,2437.0,2262.0,2609.0,3101.0,3105.0,3303.0,3541.0,3636.0,3125.0,2257.0,2861.0,2970.0,2138.0,2074.0,1644.0,1550.0,1744.0,1784.0,1650.0,1493.0,1506.0,1435.0,1539.0,1568.0,2072.0,2366.0,2343.0,3054.0,2610.0,2536.0,2221.0,1882.0,1617.0,1782.0,1641.0,1870.0,1514.0,947.0,1484.0,2694.0,1648.0,1766.0
60E6081E,1410.0,1086.0,590.0,863.0,626.0,928.0,493.0,623.0,458.0,526.0,479.0,571.0,435.0,194.0,129.0,51.0,39.0,14.0,55.0,10.0,6.0,9.0,2.0,8.0,6.0,23.0,12.0,4.0,4.0,4.0,4.0,7.0,4.0,9.0,2.0,25.0,24.0,7.0,22.0,35.0,17.0,24.0,113.0,639.0,1113.0,1819.0,1235.0,819.0,675.0,1289.0,1191.0,1172.0
624078BA,23705.0,9800.0,5681.0,24726.0,29722.0,12385.0,17684.0,26847.0,21108.0,10761.0,11625.0,12453.0,8168.0,6190.0,8106.0,5140.0,6614.0,3730.0,4156.0,1820.0,1127.0,820.0,935.0,407.0,416.0,389.0,1242.0,480.0,433.0,262.0,427.0,1562.0,727.0,1108.0,1660.0,1267.0,1894.0,1500.0,1666.0,3056.0,8163.0,13756.0,36888.0,46095.0,72810.0,37046.0,58166.0,22700.0,36252.0,46433.0,13508.0,30846.0
68EA281A,21057.0,10411.0,4864.0,11198.0,7813.0,7541.0,5014.0,5695.0,4460.0,3725.0,2942.0,1822.0,1558.0,1003.0,563.0,190.0,64.0,75.0,26.0,16.0,26.0,35.0,16.0,7.0,6.0,23.0,10.0,15.0,36.0,29.0,9.0,18.0,13.0,6.0,9.0,38.0,12.0,24.0,17.0,24.0,37.0,23.0,13.0,389.0,3553.0,5861.0,7069.0,6062.0,10687.0,8300.0,7843.0,10429.0
6996D540,1601.0,647.0,1258.0,176.0,956.0,126.0,647.0,268.0,101.0,211.0,97.0,173.0,102.0,157.0,214.0,184.0,104.0,42.0,44.0,113.0,409.0,254.0,955.0,676.0,1447.0,4720.0,11824.0,10078.0,11299.0,13517.0,19530.0,18239.0,20530.0,18986.0,98287.0,47706.0,25321.0,22161.0,32207.0,18839.0,36901.0,45798.0,55625.0,51392.0,24859.0,51783.0,64913.0,25153.0,22459.0,12736.0,2439.0,2615.0
6BB94D7E,14058.0,10429.0,3397.0,5833.0,3302.0,3232.0,2608.0,2457.0,1714.0,1448.0,2931.0,1883.0,1476.0,1822.0,808.0,1155.0,1249.0,2180.0,2038.0,1122.0,972.0,1613.0,1361.0,1015.0,931.0,738.0,935.0,736.0,703.0,625.0,659.0,917.0,605.0,629.0,837.0,1336.0,643.0,1035.0,827.0,1054.0,960.0,1144.0,805.0,1774.0,1872.0,2275.0,2778.0,4087.0,2690.0,5293.0,6483.0,7111.0
6C74415D,31.0,22.0,14.0,23.0,9.0,5.0,7.0,8.0,3.0,8.0,31.0,16.0,28.0,29.0,28.0,71.0,151.0,179.0,180.0,132.0,152.0,276.0,340.0,506.0,434.0,362.0,248.0,286.0,176.0,227.0,159.0,131.0,118.0,78.0,156.0,195.0,111.0,122.0,78.0,64.0,76.0,88.0,195.0,62.0,97.0,77.0,33.0,25.0,8.0,21.0,31.0,24.0
6EB81C98,3151.0,2137.0,1204.0,2708.0,1284.0,1543.0,2324.0,1969.0,1257.0,1637.0,2656.0,1549.0,1406.0,1499.0,2925.0,2517.0,1242.0,393.0,186.0,172.0,80.0,69.0,129.0,64.0,85.0,189.0,1126.0,1152.0,3688.0,2650.0,2660.0,3056.0,2522.0,3162.0,4409.0,5808.0,3439.0,3625.0,3387.0,3274.0,4067.0,3581.0,3388.0,3177.0,3350.0,2983.0,3187.0,1811.0,2206.0,2737.0,2199.0,1881.0
75DC49AD,1039.0,346.0,431.0,222.0,432.0,1827.0,946.0,615.0,1533.0,6378.0,4189.0,3024.0,7380.0,5488.0,6115.0,6232.0,6443.0,6702.0,5804.0,5269.0,4578.0,4474.0,4118.0,3678.0,3250.0,3931.0,3706.0,3510.0,3392.0,3287.0,3027.0,3104.0,1919.0,5281.0,3850.0,8429.0,4860.0,4471.0,8237.0,17191.0,5389.0,942.0,285.0,95.0,16.0,6.0,31.0,102.0,22.0,99.0,134.0,186.0
78509A5D,1425.0,1527.0,1906.0,1550.0,926.0,1660.0,656.0,570.0,720.0,562.0,818.0,578.0,635.0,630.0,769.0,732.0,863.0,540.0,616.0,285.0,340.0,283.0,214.0,230.0,192.0,300.0,342.0,185.0,505.0,147.0,275.0,277.0,443.0,195.0,440.0,512.0,395.0,545.0,416.0,501.0,382.0,434.0,444.0,266.0,416.0,562.0,719.0,419.0,349.0,1923.0,1368.0,997.0
787E0536,2230.0,1524.0,1307.0,2408.0,2239.0,2420.0,1501.0,3140.0,2755.0,3414.0,3494.0,2988.0,2762.0,2969.0,1980.0,3287.0,3473.0,2698.0,2023.0,1844.0,1964.0,2251.0,2034.0,2624.0,2049.0,1408.0,1395.0,942.0,693.0,423.0,461.0,509.0,432.0,615.0,742.0,1059.0,1200.0,1340.0,1310.0,1147.0,1542.0,1542.0,1127.0,1899.0,1894.0,1895.0,1704.0,1123.0,976.0,1600.0,1282.0,1459.0
7E022378,859.0,776.0,415.0,577.0,345.0,943.0,511.0,627.0,596.0,420.0,454.0,504.0,420.0,588.0,996.0,897.0,950.0,632.0,367.0,285.0,200.0,196.0,201.0,234.0,271.0,99.0,173.0,206.0,130.0,183.0,358.0,405.0,188.0,305.0,348.0,381.0,332.0,403.0,347.0,660.0,777.0,766.0,808.0,1026.0,1007.0,1403.0,897.0,755.0,547.0,744.0,278.0,505.0
7E327303,5561.0,4808.0,2838.0,5503.0,2527.0,3050.0,2718.0,5080.0,2511.0,2788.0,4979.0,4955.0,5604.0,6091.0,6903.0,6497.0,7689.0,6113.0,5291.0,3288.0,4280.0,4437.0,3125.0,2644.0,2534.0,2923.0,3053.0,2802.0,3150.0,2386.0,3188.0,2913.0,3133.0,3161.0,3515.0,4964.0,4210.0,6001.0,4004.0,5313.0,4280.0,5056.0,3243.0,4442.0,4170.0,4998.0,5436.0,2239.0,3232.0,7644.0,5211.0,5977.0
7E65A952,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,88.0,340.0,979.0,1205.0,2176.0,2836.0,2399.0,2318.0,1280.0,1719.0,1596.0,1282.0,1009.0,958.0,813.0,711.0,545.0,550.0,333.0,303.0,315.0,210.0,247.0,129.0,59.0,14.0,17.0,8.0,0.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0
7EFF698D,2340.0,1662.0,1177.0,1714.0,1180.0,1103.0,1119.0,1411.0,1285.0,1473.0,2255.0,2084.0,2072.0,2195.0,1962.0,2259.0,2188.0,2468.0,2154.0,1947.0,2331.0,2321.0,1904.0,1624.0,1578.0,1605.0,1761.0,1693.0,1590.0,1366.0,1255.0,1316.0,1409.0,993.0,1389.0,1153.0,1185.0,1337.0,1180.0,1519.0,1792.0,1686.0,1231.0,1483.0,1455.0,1470.0,1612.0,1033.0,1167.0,1911.0,1597.0,1671.0
7FCE8A43,47045.0,38406.0,24819.0,35696.0,23468.0,28354.0,30256.0,76586.0,26434.0,38787.0,17562.0,17639.0,17547.0,12817.0,29768.0,21315.0,17544.0,21713.0,13725.0,29870.0,13986.0,40648.0,19110.0,19504.0,25949.0,19833.0,32722.0,20014.0,27583.0,33808.0,28983.0,30301.0,38204.0,40813.0,60671.0,62915.0,63820.0,57921.0,59736.0,52312.0,114554.0,61102.0,55712.0,34626.0,34892.0,53594.0,69995.0,57587.0,84214.0,59420.0,41520.0,68393.0
824361E5,11.0,5.0,7.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,11.0,60.0,457.0,1119.0,2306.0,3278.0,4662.0,3937.0,2501.0,3126.0,3311.0,2254.0,2200.0,1723.0,1364.0,1448.0,1152.0,1087.0,730.0,803.0,804.0,742.0,575.0,367.0,253.0,145.0,99.0,61.0,25.0,7.0,4.0,0.0,6.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,3.0
85625D75,40167.0,32623.0,26824.0,34822.0,22944.0,23641.0,16713.0,18810.0,13818.0,15731.0,14374.0,12920.0,12609.0,12781.0,12544.0,16185.0,15861.0,17156.0,15399.0,12526.0,12084.0,14835.0,11610.0,12322.0,11961.0,15320.0,19645.0,13395.0,24765.0,15269.0,16348.0,22805.0,23732.0,29748.0,29819.0,46288.0,28980.0,31122.0,29643.0,29261.0,23219.0,30397.0,20356.0,24327.0,21397.0,28857.0,22606.0,20774.0,27848.0,45117.0,31090.0,26683.0
8601A467,47046.0,23836.0,16692.0,25883.0,16574.0,22278.0,17946.0,21716.0,12117.0,14692.0,16196.0,14166.0,12398.0,12645.0,10178.0,7691.0,2461.0,1260.0,1220.0,1107.0,1359.0,1507.0,1661.0,1462.0,1402.0,1440.0,1043.0,1504.0,1683.0,1480.0,1618.0,1537.0,1358.0,2004.0,1993.0,2339.0,4183.0,9476.0,16794.0,19857.0,23011.0,22947.0,16457.0,20273.0,22912.0,26628.0,24189.0,21466.0,17747.0,34469.0,28429.0,35058.0
866903B9,6153.0,1569.0,983.0,3673.0,1168.0,1700.0,1357.0,2823.0,1103.0,2659.0,2337.0,1974.0,2497.0,3071.0,2484.0,2782.0,2959.0,790.0,1551.0,702.0,3275.0,3589.0,2592.0,5376.0,4967.0,5366.0,7944.0,8750.0,8603.0,4137.0,5727.0,7592.0,10695.0,5914.0,5604.0,16445.0,7743.0,8554.0,8180.0,11893.0,7420.0,7012.0,6167.0,5269.0,3301.0,5397.0,5215.0,2381.0,3554.0,7059.0,4086.0,5293.0
89431E9F,26805.0,22552.0,14762.0,19481.0,13414.0,26103.0,15520.0,14646.0,10189.0,9853.0,12348.0,10211.0,11825.0,12597.0,10832.0,12260.0,12718.0,13151.0,12066.0,9874.0,11781.0,11390.0,9612.0,9037.0,8843.0,7909.0,9032.0,10055.0,10494.0,9869.0,11226.0,12160.0,12808.0,15399.0,14008.0,18021.0,16679.0,15513.0,14813.0,13793.0,12725.0,15072.0,9407.0,11039.0,12222.0,12467.0,20525.0,9553.0,13274.0,28805.0,18117.0,20380.0
8EB0C1FA,31090.0,28698.0,13768.0,31366.0,25514.0,18948.0,18442.0,30631.0,8378.0,13179.0,14120.0,12458.0,8936.0,9256.0,5388.0,5116.0,5812.0,8266.0,4923.0,3147.0,3033.0,2864.0,6712.0,6982.0,4608.0,3581.0,9740.0,11317.0,14754.0,18814.0,54022.0,18134.0,34161.0,36354.0,20775.0,23274.0,9754.0,27924.0,15650.0,19549.0,18400.0,30170.0,15045.0,21538.0,15180.0,23980.0,27704.0,14586.0,14763.0,31925.0,16047.0,26020.0
8F268682,14955.0,4790.0,4183.0,6140.0,3106.0,3910.0,2651.0,3712.0,2134.0,6626.0,2365.0,1912.0,1014.0,1749.0,1476.0,531.0,422.0,138.0,12.0,2.0,1.0,8.0,0.0,0.0,13.0,8.0,0.0,2.0,13.0,7.0,2.0,3.0,8.0,15.0,9.0,20.0,422.0,687.0,832.0,1674.0,5037.0,7739.0,4319.0,5481.0,7611.0,6994.0,7561.0,3518.0,3949.0,5222.0,4332.0,3882.0
9437D635,9041.0,11843.0,10809.0,7251.0,9731.0,10584.0,10535.0,8550.0,10604.0,9326.0,7249.0,9275.0,11474.0,15525.0,11535.0,15035.0,18403.0,16490.0,14824.0,8967.0,7754.0,3413.0,866.0,351.0,371.0,143.0,565.0,268.0,132.0,254.0,451.0,508.0,807.0,1070.0,3455.0,5293.0,6532.0,7394.0,12319.0,10662.0,11343.0,12840.0,10389.0,7459.0,8336.0,8887.0,7246.0,4873.0,8520.0,10500.0,8491.0,7141.0
94A44032,413085.0,72883.0,37025.0,53406.0,34580.0,38465.0,31843.0,68358.0,24774.0,19169.0,19077.0,14885.0,14825.0,15689.0,13156.0,14448.0,14578.0,13174.0,12236.0,9318.0,9636.0,11168.0,9257.0,9535.0,11819.0,8323.0,8369.0,8579.0,12053.0,12186.0,14564.0,14296.0,16654.0,20423.0,18271.0,32566.0,30787.0,28745.0,25652.0,30812.0,22344.0,29809.0,21505.0,37744.0,73339.0,55323.0,170128.0,51564.0,37113.0,74707.0,52066.0,127038.0
95E28A57,2013.0,1317.0,731.0,2269.0,491.0,1000.0,922.0,3478.0,446.0,1057.0,355.0,954.0,1165.0,865.0,622.0,3704.0,5224.0,3335.0,292.0,61.0,67.0,79.0,120.0,71.0,10.0,68.0,75.0,245.0,1257.0,2189.0,2381.0,2578.0,2988.0,3843.0,3934.0,4337.0,1217.0,1572.0,1388.0,806.0,1230.0,677.0,853.0,1049.0,850.0,890.0,468.0,1264.0,539.0,1510.0,168.0,325.0
989B57D8,968.0,742.0,494.0,1075.0,473.0,494.0,484.0,1272.0,692.0,683.0,1445.0,1221.0,1398.0,1814.0,2234.0,2890.0,2550.0,2330.0,2021.0,1294.0,1693.0,2060.0,1619.0,1489.0,1429.0,1572.0,1488.0,1177.0,1375.0,1251.0,1334.0,1243.0,1371.0,1249.0,1611.0,1605.0,1584.0,2004.0,1509.0,1582.0,1538.0,1570.0,1266.0,940.0,1202.0,1369.0,1178.0,576.0,639.0,2646.0,647.0,1428.0
9A8E55D0,6614.0,3803.0,2641.0,4435.0,2479.0,2777.0,2097.0,2762.0,1843.0,1946.0,2139.0,1644.0,1487.0,1324.0,1087.0,992.0,1084.0,964.0,771.0,758.0,817.0,1082.0,771.0,722.0,939.0,671.0,1337.0,1065.0,1353.0,1237.0,1835.0,2143.0,2083.0,1841.0,2995.0,3143.0,2745.0,3576.0,3478.0,3436.0,3377.0,3525.0,3032.0,3797.0,4096.0,4685.0,4459.0,3124.0,3515.0,4895.0,3657.0,4084.0
9C5ED06A,3811.0,2863.0,2719.0,3320.0,3116.0,2037.0,3086.0,2900.0,1711.0,3181.0,3015.0,2728.0,3104.0,3001.0,2561.0,2298.0,2525.0,2334.0,1785.0,1622.0,1388.0,1405.0,1216.0,1120.0,897.0,935.0,1571.0,994.0,1046.0,1157.0,1590.0,1307.0,1341.0,1219.0,1596.0,2238.0,2347.0,2811.0,2528.0,2872.0,2362.0,2718.0,2073.0,2237.0,2115.0,2189.0,2424.0,2348.0,2169.0,4359.0,3724.0,3911.0
A091D50A,2609.0,1617.0,1177.0,1919.0,1144.0,1837.0,1388.0,1685.0,905.0,1238.0,1239.0,777.0,817.0,732.0,565.0,709.0,487.0,354.0,259.0,163.0,259.0,356.0,297.0,243.0,219.0,112.0,176.0,151.0,225.0,182.0,263.0,206.0,224.0,243.0,302.0,457.0,481.0,531.0,641.0,805.0,1048.0,1226.0,1190.0,1359.0,1599.0,1809.0,2302.0,1269.0,927.0,1577.0,1461.0,1578.0
A47B0BD4,35114.0,30579.0,13177.0,29893.0,11958.0,21914.0,15931.0,30590.0,8476.0,16565.0,9515.0,10030.0,7730.0,16757.0,12057.0,41050.0,28793.0,4472.0,344.0,8.0,34.0,11.0,19.0,4.0,16.0,486.0,2975.0,9871.0,22587.0,20558.0,15614.0,40408.0,37675.0,62236.0,30610.0,65207.0,26187.0,31915.0,24851.0,30032.0,34907.0,35624.0,28433.0,33265.0,38185.0,34793.0,44087.0,21952.0,21548.0,25144.0,13549.0,23967.0
A5F09E05,6283.0,4320.0,3273.0,4722.0,3117.0,3044.0,2929.0,5515.0,3222.0,3666.0,5129.0,4516.0,5704.0,6204.0,5594.0,6447.0,7055.0,7183.0,5958.0,5409.0,6667.0,6955.0,5962.0,5800.0,5726.0,4572.0,4827.0,4530.0,3702.0,3358.0,3148.0,2956.0,2755.0,3542.0,4615.0,6360.0,6098.0,7530.0,6297.0,6115.0,5360.0,5528.0,3823.0,4593.0,3989.0,4624.0,4080.0,3711.0,3554.0,7760.0,4080.0,5513.0
AA7901D8,4878.0,3487.0,2358.0,4167.0,2939.0,2751.0,2260.0,3470.0,1818.0,2665.0,2865.0,2075.0,2068.0,2546.0,2074.0,1985.0,1747.0,1630.0,1992.0,1377.0,1682.0,2549.0,2164.0,2008.0,1683.0,1215.0,2205.0,3348.0,4285.0,3902.0,5295.0,5569.0,4646.0,4957.0,4635.0,9076.0,4251.0,3863.0,3560.0,3720.0,3709.0,4085.0,3355.0,3701.0,3281.0,3302.0,3655.0,3027.0,2502.0,3337.0,2190.0,3122.0
AC2B812A,5335.0,5241.0,3229.0,5640.0,2854.0,3842.0,3792.0,4689.0,3093.0,3106.0,4063.0,3328.0,3595.0,3095.0,3035.0,3244.0,3405.0,2877.0,2494.0,1838.0,2306.0,2466.0,1881.0,1716.0,1589.0,1539.0,1535.0,1505.0,1679.0,1612.0,1667.0,1649.0,1823.0,1821.0,1901.0,2944.0,2602.0,3508.0,3170.0,3765.0,3417.0,3680.0,2778.0,3366.0,3437.0,4329.0,4096.0,2437.0,3220.0,6348.0,4484.0,6032.0
AF49F890,2281.0,747.0,470.0,715.0,497.0,480.0,484.0,608.0,354.0,496.0,517.0,464.0,514.0,618.0,532.0,489.0,128.0,80.0,57.0,15.0,65.0,152.0,191.0,159.0,200.0,229.0,279.0,201.0,160.0,155.0,119.0,128.0,28.0,19.0,40.0,94.0,308.0,899.0,1083.0,1249.0,1487.0,1355.0,862.0,1122.0,1234.0,1252.0,1282.0,842.0,1006.0,1360.0,1566.0,1160.0
B01E8BD4,1972.0,1141.0,614.0,1168.0,727.0,939.0,831.0,1585.0,684.0,942.0,919.0,872.0,724.0,724.0,518.0,373.0,190.0,155.0,136.0,104.0,140.0,185.0,286.0,503.0,249.0,404.0,411.0,294.0,226.0,190.0,54.0,18.0,28.0,22.0,17.0,22.0,39.0,277.0,715.0,1101.0,1539.0,2059.0,1718.0,2523.0,2239.0,2516.0,2137.0,1619.0,1584.0,3343.0,1847.0,2232.0
B182DED2,8568.0,5746.0,3979.0,6818.0,4212.0,4384.0,3875.0,5694.0,3871.0,4314.0,4990.0,4072.0,4118.0,4030.0,3778.0,4230.0,3800.0,4165.0,3410.0,2901.0,3612.0,3759.0,2753.0,2717.0,2539.0,2758.0,2926.0,3065.0,3198.0,2859.0,3192.0,3563.0,3376.0,3676.0,4534.0,5649.0,5930.0,7623.0,6876.0,7156.0,5989.0,6356.0,4867.0,6028.0,6153.0,6568.0,6723.0,4328.0,4897.0,7907.0,5496.0,6955.0
B4EE123D,657.0,520.0,407.0,438.0,487.0,327.0,559.0,930.0,1041.0,785.0,967.0,1174.0,1340.0,1478.0,1340.0,1204.0,1225.0,981.0,936.0,846.0,1045.0,1200.0,963.0,955.0,901.0,590.0,844.0,527.0,666.0,379.0,450.0,291.0,223.0,267.0,265.0,275.0,244.0,395.0,404.0,474.0,520.0,665.0,601.0,509.0,465.0,512.0,408.0,243.0,302.0,1007.0,492.0,614.0
B59E1863,65129.0,38188.0,27375.0,39547.0,28208.0,25667.0,22886.0,29070.0,22246.0,24185.0,23608.0,19846.0,14186.0,14819.0,13944.0,14196.0,14925.0,20598.0,18353.0,13895.0,20902.0,22894.0,24636.0,15995.0,23864.0,18807.0,20420.0,20458.0,15612.0,14877.0,19709.0,19264.0,20237.0,22038.0,25191.0,35375.0,34379.0,34002.0,30692.0,36007.0,34234.0,40623.0,34284.0,26332.0,37723.0,36530.0,44170.0,24113.0,30647.0,49785.0,35861.0,44174.0
B745D852,4567.0,3941.0,2560.0,3408.0,2815.0,2974.0,2745.0,3764.0,2296.0,2666.0,3521.0,3419.0,3779.0,3916.0,3820.0,4112.0,4567.0,4274.0,4065.0,3395.0,3739.0,3727.0,3103.0,2662.0,2634.0,2702.0,2923.0,3044.0,3123.0,2591.0,2696.0,2803.0,2730.0,3090.0,3208.0,4077.0,3596.0,4486.0,4140.0,4466.0,3875.0,3676.0,2541.0,2878.0,2870.0,3087.0,2696.0,2302.0,2598.0,5380.0,3226.0,4095.0
B9B272F4,10807.0,6510.0,6038.0,8884.0,5107.0,6364.0,7044.0,7674.0,4188.0,4860.0,6628.0,5676.0,6441.0,6781.0,7606.0,7059.0,7600.0,6115.0,5864.0,3985.0,5378.0,5151.0,4442.0,5488.0,3759.0,3095.0,3398.0,3071.0,2881.0,3086.0,3771.0,3854.0,3332.0,3923.0,4222.0,5679.0,4935.0,6642.0,5990.0,6807.0,6816.0,7135.0,6540.0,5966.0,7966.0,7269.0,8648.0,4960.0,3811.0,11254.0,8483.0,8339.0
B9EE9676,212.0,169.0,149.0,245.0,127.0,112.0,147.0,190.0,119.0,91.0,133.0,98.0,73.0,20.0,27.0,35.0,42.0,54.0,20.0,18.0,17.0,33.0,39.0,50.0,53.0,22.0,36.0,26.0,9.0,32.0,41.0,36.0,14.0,27.0,23.0,42.0,5.0,19.0,38.0,64.0,89.0,202.0,142.0,113.0,105.0,100.0,123.0,29.0,37.0,63.0,68.0,86.0
BA4C8A02,1545.0,516.0,298.0,554.0,375.0,266.0,250.0,604.0,284.0,412.0,723.0,724.0,826.0,1432.0,1028.0,1508.0,1342.0,1350.0,969.0,1112.0,1016.0,1182.0,1087.0,875.0,914.0,722.0,884.0,634.0,597.0,510.0,599.0,561.0,621.0,828.0,1179.0,1541.0,1596.0,1936.0,1761.0,1404.0,1110.0,869.0,615.0,695.0,770.0,720.0,626.0,456.0,461.0,747.0,533.0,647.0
BAC33609,384.0,355.0,347.0,431.0,286.0,221.0,259.0,397.0,239.0,355.0,424.0,440.0,473.0,522.0,515.0,644.0,533.0,675.0,524.0,374.0,672.0,772.0,826.0,1174.0,794.0,768.0,856.0,654.0,791.0,839.0,813.0,632.0,657.0,653.0,652.0,908.0,659.0,816.0,786.0,654.0,486.0,602.0,503.0,463.0,476.0,469.0,357.0,230.0,250.0,565.0,364.0,383.0
BBA2F9DF,4616.0,2624.0,2894.0,3152.0,4873.0,6933.0,10144.0,9633.0,8899.0,22353.0,13628.0,13549.0,16736.0,15673.0,25125.0,17714.0,14612.0,10733.0,8973.0,7341.0,8109.0,7527.0,6470.0,5229.0,5400.0,5736.0,7209.0,7236.0,20358.0,33043.0,16408.0,19142.0,34466.0,28912.0,17644.0,13139.0,14432.0,8569.0,5726.0,15480.0,14212.0,4610.0,18972.0,3530.0,2156.0,443.0,1217.0,755.0,1361.0,789.0,1655.0,1178.0
BC06BC0D,17.0,13.0,10.0,15.0,13.0,180.0,44.0,21.0,81.0,9.0,48.0,323.0,536.0,1756.0,2151.0,3584.0,2852.0,3758.0,3985.0,2582.0,2344.0,2288.0,2096.0,2956.0,1972.0,1463.0,2393.0,3117.0,5808.0,4726.0,5019.0,3420.0,2316.0,2382.0,1837.0,1252.0,536.0,253.0,204.0,51.0,48.0,17.0,25.0,8.0,65.0,1.0,44.0,33.0,16.0,33.0,24.0,18.0
BCF9A19A,14560.0,6662.0,7513.0,6574.0,4966.0,4690.0,3775.0,4081.0,3825.0,3978.0,3714.0,2169.0,1670.0,1798.0,2055.0,2371.0,2693.0,2833.0,2244.0,1394.0,1869.0,1910.0,1778.0,1368.0,1485.0,1480.0,1684.0,2075.0,2303.0,2065.0,2742.0,2499.0,2223.0,2909.0,4367.0,5277.0,4159.0,4421.0,4651.0,4627.0,6518.0,5435.0,6433.0,7112.0,7287.0,5711.0,10413.0,4768.0,2631.0,2692.0,3283.0,4841.0
BD0914CB,1387.0,806.0,648.0,1055.0,618.0,612.0,666.0,1167.0,611.0,616.0,1034.0,1183.0,895.0,936.0,1112.0,1050.0,1149.0,988.0,781.0,726.0,930.0,1107.0,997.0,988.0,993.0,1239.0,1082.0,1028.0,1749.0,1184.0,1265.0,1254.0,1767.0,1897.0,1830.0,2695.0,2312.0,3044.0,2851.0,2940.0,2310.0,1665.0,2504.0,1828.0,1393.0,1584.0,1059.0,970.0,617.0,1701.0,792.0,1753.0
BD61BDEC,24646.0,14711.0,10782.0,14189.0,10362.0,12918.0,10533.0,13522.0,8803.0,11344.0,11649.0,11200.0,10169.0,11381.0,8730.0,8025.0,2995.0,484.0,80.0,17.0,2.0,4.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.0,1913.0,5557.0,9734.0,12883.0,11734.0,8988.0,11940.0,13528.0,14726.0,14138.0,11797.0,11346.0,21148.0,15799.0,19314.0
C235A4D7,41433.0,22992.0,20738.0,19013.0,12096.0,9024.0,6275.0,10521.0,4738.0,10406.0,11505.0,5349.0,3972.0,4335.0,5476.0,5056.0,6759.0,5091.0,4360.0,2524.0,2784.0,4929.0,2759.0,4304.0,2675.0,4514.0,2668.0,2680.0,1660.0,2189.0,2090.0,2893.0,1512.0,4129.0,2782.0,4914.0,6619.0,7179.0,7079.0,5658.0,6918.0,8956.0,10214.0,10562.0,11599.0,14880.0,18058.0,14102.0,10496.0,16940.0,27285.0,11409.0
C6E1197B,14337.0,7833.0,7064.0,7769.0,5909.0,4055.0,4790.0,7163.0,4454.0,3423.0,4487.0,2691.0,3826.0,3731.0,5476.0,5021.0,3963.0,7539.0,3798.0,3898.0,1866.0,3960.0,3150.0,3605.0,1129.0,1210.0,1068.0,825.0,1228.0,491.0,1461.0,1871.0,901.0,1435.0,1676.0,1759.0,2181.0,2712.0,4790.0,1652.0,11336.0,4936.0,2734.0,4436.0,6061.0,8753.0,2708.0,3369.0,3895.0,8681.0,3722.0,6266.0
C9ABA616,6075.0,2966.0,2479.0,2538.0,2562.0,1977.0,3064.0,2476.0,1907.0,1838.0,2041.0,1874.0,2133.0,3518.0,3365.0,5231.0,3907.0,3753.0,2361.0,1701.0,1727.0,2207.0,1803.0,1831.0,1562.0,1283.0,1277.0,2044.0,1575.0,1280.0,1367.0,1895.0,2315.0,1865.0,2175.0,2968.0,2958.0,3445.0,3805.0,3097.0,4286.0,3248.0,2832.0,3037.0,3406.0,4012.0,5772.0,3134.0,2652.0,4174.0,3062.0,3232.0
