,AVIBASEID,WEEK,OBSERVATION COUNT,normalized_observation_count,fractional_norm_count
0,00124D98,1,12303,12303.0,0.04231222937953757
1,00124D98,2,7115,7115.0,0.024469764450573826
2,00124D98,3,5005,5005.0,0.01721309502109937
3,00124D98,4,7304,7304.0,0.025119769437384573
4,00124D98,5,5208,5208.0,0.01791124852545165
5,00124D98,6,5232,5232.0,0.017993788841237143
6,00124D98,7,5385,5385.0,0.01851998335436965
7,00124D98,8,5565,5565.0,0.019139035722760836
8,00124D98,9,4617,4617.0,0.01587869324923392
9,00124D98,10,4705,4705.0,0.016181341073780726
10,00124D98,11,5280,5280.0,0.018158869472808124
11,00124D98,12,4860,4860.0,0.016714413946562024
12,00124D98,13,5283,5283.0,0.01816918701228131
13,00124D98,14,5560,5560.0,0.01912183982363886
14,00124D98,15,5242,5242.0,0.018028180639481098
15,00124D98,16,5760,5760.0,0.019809675788517955
16,00124D98,17,6214,6214.0,0.0213710634287935
17,00124D98,18,7685,7685.0,0.02643009695047925
18,00124D98,19,6725,6725.0,0.02312848431905959
19,00124D98,20,5258,5258.0,0.018083207516671425
20,00124D98,21,6327,6327.0,0.02175969074895019
21,00124D98,22,6582,6582.0,0.02263668160417104
22,00124D98,23,4559,4559.0,0.015679220819418985
23,00124D98,24,4325,4325.0,0.014874452740510443
24,00124D98,25,3682,3682.0,0.01266306011342415
25,00124D98,26,4005,4005.0,0.01377391519670389
26,00124D98,27,4252,4252.0,0.014623392613329574
27,00124D98,28,3829,3829.0,0.013168619547610286
28,00124D98,29,4495,4495.0,0.015459113310657675
29,00124D98,30,3834,3834.0,0.013185815446732264
30,00124D98,31,4328,4328.0,0.01488477027998363
31,00124D98,32,4764,4764.0,0.01638425268342006
32,00124D98,33,5317,5317.0,0.018286119126310757
33,00124D98,34,5931,5931.0,0.020397775538489583
34,00124D98,35,6074,6074.0,0.020889578253378133
35,00124D98,36,7022,7022.0,0.02414992072690505
36,00124D98,37,6353,6353.0,0.021849109424384474
37,00124D98,38,6482,6482.0,0.02229276362173149
38,00124D98,39,6148,6148.0,0.0211440775603834
39,00124D98,40,5050,5050.0,0.017367858113197163
40,00124D98,41,5096,5096.0,0.017526060385119356
41,00124D98,42,4404,4404.0,0.015146147946637685
42,00124D98,43,3317,3317.0,0.011407759477519801
43,00124D98,44,3979,3979.0,0.013684496521269608
44,00124D98,45,4344,4344.0,0.014939797157173957
45,00124D98,46,5118,5118.0,0.01760172234125606
46,00124D98,47,5964,5964.0,0.020511268472694633
47,00124D98,48,4697,4697.0,0.01615382763518556
48,00124D98,49,5791,5791.0,0.019916290363074213
49,00124D98,50,8623,8623.0,0.029656047625762207
50,00124D98,51,8274,8274.0,0.028455773867048187
51,00124D98,52,7495,7495.0,0.02577665278384411
52,01060BFD,1,26806,26806.0,0.011625325045927103
53,01060BFD,2,15320,15320.0,0.006644034160397046
54,01060BFD,3,10713,10713.0,0.0046460533916666815
55,01060BFD,4,41901,41901.0,0.018171780375639466
56,01060BFD,5,7249,7249.0,0.003143773082814503
57,01060BFD,6,19332,19332.0,0.008383973132427917
58,01060BFD,7,20811,20811.0,0.00902539131279523
59,01060BFD,8,19882,19882.0,0.008622499162990474
60,01060BFD,9,9458,9458.0,0.004101780358292119
61,01060BFD,10,4693,4693.0,0.00203527756623651
62,01060BFD,11,10222,10222.0,0.004433114698928107
63,01060BFD,12,5761,5761.0,0.002498451749219803
64,01060BFD,13,6613,6613.0,0.0028679502547458006
65,01060BFD,14,14387,14387.0,0.006239407275824563
66,01060BFD,15,6552,6552.0,0.002841495549537953
67,01060BFD,16,102007,102007.0,0.044238772362899574
68,01060BFD,17,95607,95607.0,0.041463196734535274
69,01060BFD,18,37539,37539.0,0.016280052111432422
70,01060BFD,19,2350,2350.0,0.001019156676040017
71,01060BFD,20,360,360.0,0.00015612612909549195
72,01060BFD,21,78,78.0,3.382732797068992e-05
73,01060BFD,22,57,57.0,2.4719970440119558e-05
74,01060BFD,23,2,2.0,8.673673838638441e-07
75,01060BFD,24,12,12.0,5.204204303183065e-06
76,01060BFD,25,35,35.0,1.5178929217617273e-05
77,01060BFD,26,1337,1337.0,0.0005798350961129798
78,01060BFD,27,28429,28429.0,0.012329193677932613
79,01060BFD,28,54990,54990.0,0.023848266219336396
80,01060BFD,29,155739,155739.0,0.06754146449778561
81,01060BFD,30,51634,51634.0,0.022392823749212865
82,01060BFD,31,77657,77657.0,0.03367857446435727
83,01060BFD,32,132853,132853.0,0.05761617952423164
84,01060BFD,33,126745,126745.0,0.054967239533911465
85,01060BFD,34,295358,295358.0,0.12809194788162864
86,01060BFD,35,186426,186426.0,0.0808499159521005
87,01060BFD,36,189782,189782.0,0.08230535842222403
88,01060BFD,37,43956,43956.0,0.019063000362559566
89,01060BFD,38,72962,72962.0,0.0316424295307369
90,01060BFD,39,35289,35289.0,0.015304263804585598
91,01060BFD,40,46305,46305.0,0.02008172335490765
92,01060BFD,41,33436,33436.0,0.014500647923435746
93,01060BFD,42,33401,33401.0,0.01448546899421813
94,01060BFD,43,15105,15105.0,0.006550792166631683
95,01060BFD,44,44847,44847.0,0.019449412532070907
96,01060BFD,45,22302,22302.0,0.009672013697465726
97,01060BFD,46,42658,42658.0,0.018500078930431933
98,01060BFD,47,18974,18974.0,0.008228714370716289
99,01060BFD,48,33558,33558.0,0.014553557333851441
100,01060BFD,49,20252,20252.0,0.008782962129005286
101,01060BFD,50,45748,45748.0,0.01984016153850157
102,01060BFD,51,19247,19247.0,0.008347110018613704
103,01060BFD,52,19091,19091.0,0.008279455362672324
104,018B3169,1,1332,1332.0,0.07351804834970747
105,018B3169,2,1111,1111.0,0.06132023402141517
106,018B3169,3,651,651.0,0.035931118224969645
107,018B3169,4,1206,1206.0,0.06656363837068109
108,018B3169,5,750,750.0,0.04139529749420466
109,018B3169,6,1078,1078.0,0.05949884093167016
110,018B3169,7,961,961.0,0.05304117452257424
111,018B3169,8,873,873.0,0.04818412628325422
112,018B3169,9,724,724.0,0.039960260514405564
113,018B3169,10,531,531.0,0.029307870625896897
114,018B3169,11,532,532.0,0.02936306435588917
115,018B3169,12,440,440.0,0.024285241196600065
116,018B3169,13,264,264.0,0.01457114471796004
117,018B3169,14,558,558.0,0.030798101335688267
118,018B3169,15,331,331.0,0.01826912462744232
119,018B3169,16,216,216.0,0.011921845678330942
120,018B3169,17,55,55.0,0.003035655149575008
121,018B3169,18,28,28.0,0.0015454244397836406
122,018B3169,19,21,21.0,0.0011590683298377303
123,018B3169,20,7,7.0,0.00038635610994591015
124,018B3169,21,25,25.0,0.0013798432498068219
125,018B3169,22,5,5.0,0.0002759686499613644
126,018B3169,23,2,2.0,0.00011038745998454576
127,018B3169,24,2,2.0,0.00011038745998454576
128,018B3169,25,17,17.0,0.0009382934098686389
129,018B3169,26,4,4.0,0.00022077491996909152
130,018B3169,27,4,4.0,0.00022077491996909152
131,018B3169,28,3,3.0,0.00016558118997681863
132,018B3169,30,4,4.0,0.00022077491996909152
133,018B3169,31,2,2.0,0.00011038745998454576
134,018B3169,32,5,5.0,0.0002759686499613644
135,018B3169,33,11,11.0,0.0006071310299150017
136,018B3169,34,6,6.0,0.00033116237995363726
137,018B3169,35,12,12.0,0.0006623247599072745
138,018B3169,36,8,8.0,0.00044154983993818304
139,018B3169,37,7,7.0,0.00038635610994591015
140,018B3169,38,16,16.0,0.0008830996798763661
141,018B3169,39,24,24.0,0.001324649519814549
142,018B3169,40,47,47.0,0.002594105309636825
143,018B3169,41,105,105.0,0.005795341649188652
144,018B3169,42,167,167.0,0.009217352908709571
145,018B3169,43,109,109.0,0.006016116569157744
146,018B3169,44,498,498.0,0.027486477536151892
147,018B3169,45,637,637.0,0.03515840600507782
148,018B3169,46,547,547.0,0.030190970305773265
149,018B3169,47,565,565.0,0.031184457445634178
150,018B3169,48,629,629.0,0.03471685616513964
151,018B3169,49,595,595.0,0.032840269345402365
152,018B3169,50,1026,1026.0,0.056628766972071976
153,018B3169,51,491,491.0,0.02710012142620598
154,018B3169,52,876,876.0,0.04834970747323104
155,03AC32BA,1,4951,4951.0,0.05092311648238622
156,03AC32BA,2,3725,3725.0,0.03831319105168424
157,03AC32BA,3,2535,2535.0,0.0260735407559784
158,03AC32BA,4,4202,4202.0,0.043219336590383135
159,03AC32BA,5,8357,8357.0,0.08595525842118797
160,03AC32BA,6,5373,5373.0,0.055263563898174335
161,03AC32BA,7,2639,2639.0,0.027143224479300593
162,03AC32BA,8,7386,7386.0,0.07596811519670867
163,03AC32BA,9,3290,3290.0,0.03383903317048084
164,03AC32BA,10,2627,2627.0,0.027019799434301876
165,03AC32BA,11,1522,1522.0,0.0156544098740036
166,03AC32BA,12,1325,1325.0,0.013628182051941374
167,03AC32BA,13,1284,1284.0,0.013206479814862433
168,03AC32BA,14,390,390.0,0.004011313962458215
169,03AC32BA,15,389,389.0,0.004001028542041656
170,03AC32BA,16,883,883.0,0.009082026227822062
171,03AC32BA,17,291,291.0,0.0029930573412188222
172,03AC32BA,18,185,185.0,0.0019028027770635124
173,03AC32BA,19,108,108.0,0.0011108254049884288
174,03AC32BA,20,80,80.0,0.0008228336333247621
175,03AC32BA,21,65,65.0,0.0006685523270763692
176,03AC32BA,22,66,66.0,0.0006788377474929287
177,03AC32BA,23,72,72.0,0.0007405502699922859
178,03AC32BA,24,53,53.0,0.0005451272820776549
179,03AC32BA,25,34,34.0,0.0003497042941630239
180,03AC32BA,26,26,26.0,0.0002674209308305477
181,03AC32BA,27,131,131.0,0.001347390074569298
182,03AC32BA,28,61,61.0,0.0006274106454101312
183,03AC32BA,29,50,50.0,0.0005142710208279763
184,03AC32BA,30,84,84.0,0.0008639753149910003
185,03AC32BA,31,34,34.0,0.0003497042941630239
186,03AC32BA,32,57,57.0,0.000586268963743893
187,03AC32BA,33,31,31.0,0.00031884803291334533
188,03AC32BA,34,42,42.0,0.00043198765749550015
189,03AC32BA,35,50,50.0,0.0005142710208279763
190,03AC32BA,36,37,37.0,0.0003805605554127025
191,03AC32BA,37,109,109.0,0.0011211108254049885
192,03AC32BA,38,111,111.0,0.0011416816662381075
193,03AC32BA,39,113,113.0,0.0011622525070712265
194,03AC32BA,40,214,214.0,0.0022010799691437387
195,03AC32BA,41,423,423.0,0.00435073283620468
196,03AC32BA,42,714,714.0,0.007343790177423502
197,03AC32BA,43,1010,1010.0,0.010388274620725122
198,03AC32BA,44,2088,2088.0,0.021475957829776293
199,03AC32BA,45,2500,2500.0,0.025713551041398816
200,03AC32BA,46,3098,3098.0,0.03186423245050141
201,03AC32BA,47,3995,3995.0,0.04109025456415531
202,03AC32BA,48,3217,3217.0,0.033088197480071996
203,03AC32BA,49,4013,4013.0,0.041275392131653384
204,03AC32BA,50,6318,6318.0,0.06498328619182309
205,03AC32BA,51,6775,6775.0,0.06968372332219079
206,03AC32BA,52,10092,10092.0,0.10380046284391875
207,0413ED30,1,2635,2635.0,0.0257782386663797
208,0413ED30,2,1653,1653.0,0.016171320119744075
209,0413ED30,3,1421,1421.0,0.01390166115556947
210,0413ED30,4,1452,1452.0,0.014204934551644524
211,0413ED30,5,1596,1596.0,0.015613688391477039
212,0413ED30,6,1245,1245.0,0.012179850906885285
213,0413ED30,7,1314,1314.0,0.012854878788471698
214,0413ED30,8,1953,1953.0,0.01910622395272848
215,0413ED30,9,1009,1009.0,0.009871059891604219
216,0413ED30,10,1529,1529.0,0.014958226535443856
217,0413ED30,11,971,971.0,0.00949930540609286
218,0413ED30,12,1610,1610.0,0.015750650570349644
219,0413ED30,13,1136,1136.0,0.011113502514234284
220,0413ED30,14,1279,1279.0,0.012512473341290183
221,0413ED30,15,838,838.0,0.008198164706803106
222,0413ED30,16,1459,1459.0,0.014273415641080827
223,0413ED30,17,325,325.0,0.003179479152399773
224,0413ED30,18,113,113.0,0.0011054804437574596
225,0413ED30,19,9,9.0,8.804711498953217e-05
226,0413ED30,20,2,2.0,1.956602555322937e-05
227,0413ED30,21,11,11.0,0.00010761314054276155
228,0413ED30,22,6,6.0,5.869807665968812e-05
229,0413ED30,28,26,26.0,0.00025435833219198187
230,0413ED30,29,228,228.0,0.0022305269130681485
231,0413ED30,30,563,563.0,0.005507836193234068
232,0413ED30,31,1276,1276.0,0.012483124302960339
233,0413ED30,32,1146,1146.0,0.011211332642000431
234,0413ED30,33,1988,1988.0,0.019448629399909996
235,0413ED30,34,3812,3812.0,0.03729284470445519
236,0413ED30,35,3133,3133.0,0.030650179029133813
237,0413ED30,36,4444,4444.0,0.04347570877927567
238,0413ED30,37,5449,5449.0,0.053307636619773426
239,0413ED30,38,4444,4444.0,0.04347570877927567
240,0413ED30,39,3812,3812.0,0.03729284470445519
241,0413ED30,40,3239,3239.0,0.031687178383454966
242,0413ED30,41,3860,3860.0,0.03776242931773269
243,0413ED30,42,4789,4789.0,0.046850848187207736
244,0413ED30,43,3771,3771.0,0.03689174118061398
245,0413ED30,44,4083,4083.0,0.039944041166917764
246,0413ED30,45,3402,3402.0,0.033281809466043165
247,0413ED30,46,4915,4915.0,0.048083507797061185
248,0413ED30,47,3602,3602.0,0.0352384120213661
249,0413ED30,48,4038,4038.0,0.0395038055919701
250,0413ED30,49,2733,2733.0,0.02673697391848794
251,0413ED30,50,3693,3693.0,0.03612866618403804
252,0413ED30,51,2368,2368.0,0.023166174255023576
253,0413ED30,52,3838,3838.0,0.037547203036647166
254,06B9BD24,1,9635,9635.0,0.03016905315827872
255,06B9BD24,2,9352,9352.0,0.02928292528658252
256,06B9BD24,3,5122,5122.0,0.016037975119533327
257,06B9BD24,4,7583,7583.0,0.023743843290008046
258,06B9BD24,5,5420,5420.0,0.016971070899623318
259,06B9BD24,6,4131,4131.0,0.01293496197165017
260,06B9BD24,7,5789,5789.0,0.018126481446110586
261,06B9BD24,8,6229,6229.0,0.019504206758995137
262,06B9BD24,9,2491,2491.0,0.007799803987262303
263,06B9BD24,10,3362,3362.0,0.010527073867995129
264,06B9BD24,11,6691,6691.0,0.020950818337523915
265,06B9BD24,12,6097,6097.0,0.01909088916512977
266,06B9BD24,13,4750,4750.0,0.014873170991367299
267,06B9BD24,14,6755,6755.0,0.021151214746670758
268,06B9BD24,15,8612,8612.0,0.026965841805822142
269,06B9BD24,16,3406,3406.0,0.010664846399283582
270,06B9BD24,17,5920,5920.0,0.018536667846083033
271,06B9BD24,18,4642,4642.0,0.014535002050932
272,06B9BD24,19,5677,5677.0,0.01777578773010361
273,06B9BD24,20,2517,2517.0,0.007881215028478208
274,06B9BD24,21,970,970.0,0.0030372580761318484
275,06B9BD24,22,368,368.0,0.0011522793525943506
276,06B9BD24,23,9,9.0,2.818074503627488e-05
277,06B9BD24,24,21,21.0,6.575507175130806e-05
278,06B9BD24,26,8,8.0,2.504955114335545e-05
279,06B9BD24,27,18,18.0,5.636149007254976e-05
280,06B9BD24,28,107,107.0,0.00033503774654237913
281,06B9BD24,29,700,700.0,0.002191835725043602
282,06B9BD24,30,2504,2504.0,0.007840509507870255
283,06B9BD24,31,3881,3881.0,0.012152163498420313
284,06B9BD24,32,4387,4387.0,0.013736547608237545
285,06B9BD24,33,5618,5618.0,0.017591047290421366
286,06B9BD24,34,5267,5267.0,0.016491998234006645
287,06B9BD24,35,8973,8973.0,0.028096202801166058
288,06B9BD24,36,8128,8128.0,0.025450343961649136
289,06B9BD24,37,11379,11379.0,0.03562985530753021
290,06B9BD24,38,9775,9775.0,0.03060742030328744
291,06B9BD24,39,11281,11281.0,0.0353229983060241
292,06B9BD24,40,4731,4731.0,0.01481367830740183
293,06B9BD24,41,4392,4392.0,0.013752203577702142
294,06B9BD24,42,6749,6749.0,0.02113242758331324
295,06B9BD24,43,9792,9792.0,0.03066065059946707
296,06B9BD24,44,4663,4663.0,0.014600757122683309
297,06B9BD24,45,8394,8394.0,0.026283241537165707
298,06B9BD24,46,14565,14565.0,0.045605839050371515
299,06B9BD24,47,12340,12340.0,0.038638932638625785
300,06B9BD24,48,13896,13896.0,0.043511070336008414
301,06B9BD24,49,10891,10891.0,0.03410183268778553
302,06B9BD24,50,31389,31389.0,0.09828504510484802
303,06B9BD24,51,4525,4525.0,0.014168652365460426
304,06B9BD24,52,5465,5465.0,0.017111974624804693
305,0716A71C,1,359,359.0,0.005883606208105937
306,0716A71C,2,140,140.0,0.002294442532409001
307,0716A71C,3,108,108.0,0.0017699985250012292
308,0716A71C,4,373,373.0,0.0061130504613468375
309,0716A71C,5,146,146.0,0.002392775783797958
310,0716A71C,6,108,108.0,0.0017699985250012292
311,0716A71C,7,114,114.0,0.0018683317763901863
312,0716A71C,8,223,223.0,0.0036547191766229084
313,0716A71C,9,101,101.0,0.0016552763983807791
314,0716A71C,10,118,118.0,0.0019338872773161577
315,0716A71C,11,246,246.0,0.004031663306947244
316,0716A71C,12,227,227.0,0.00372027467754888
317,0716A71C,13,246,246.0,0.004031663306947244
318,0716A71C,14,168,168.0,0.002753331038890801
319,0716A71C,15,312,312.0,0.005113329072225773
320,0716A71C,16,491,491.0,0.008046937738662996
321,0716A71C,17,603,603.0,0.009882491764590197
322,0716A71C,18,678,678.0,0.011111657406952162
323,0716A71C,19,729,729.0,0.011947490043758297
324,0716A71C,20,471,471.0,0.0077191602340331384
325,0716A71C,21,576,576.0,0.009439992133339889
326,0716A71C,22,861,861.0,0.014110821574315355
327,0716A71C,23,1050,1050.0,0.017208318993067507
328,0716A71C,24,1676,1676.0,0.02746775488798204
329,0716A71C,25,1271,1271.0,0.020830260419227427
330,0716A71C,26,1110,1110.0,0.018191651506957077
331,0716A71C,27,1312,1312.0,0.021502204303718638
332,0716A71C,28,963,963.0,0.015782486847927626
333,0716A71C,29,768,768.0,0.012586656177786518
334,0716A71C,30,1175,1175.0,0.019256928397004113
335,0716A71C,31,1114,1114.0,0.01825720700788305
336,0716A71C,32,1140,1140.0,0.018683317763901863
337,0716A71C,33,1324,1324.0,0.02169887080649655
338,0716A71C,34,1652,1652.0,0.02707442188242621
339,0716A71C,35,1852,1852.0,0.030352196928724783
340,0716A71C,36,2827,2827.0,0.04633135027943032
341,0716A71C,37,3541,3541.0,0.05803300719471623
342,0716A71C,38,3360,3360.0,0.05506662077781602
343,0716A71C,39,4190,4190.0,0.0686693872199551
344,0716A71C,40,3963,3963.0,0.06494911254240622
345,0716A71C,41,3639,3639.0,0.059639116967402525
346,0716A71C,42,2454,2454.0,0.04021829981808348
347,0716A71C,43,2482,2482.0,0.04067718832456529
348,0716A71C,44,2185,2185.0,0.03580969238081191
349,0716A71C,45,1722,1722.0,0.02822164314863071
350,0716A71C,46,1667,1667.0,0.027320255010898603
351,0716A71C,47,1099,1099.0,0.018011373879410656
352,0716A71C,48,631,631.0,0.010341380271071997
353,0716A71C,49,631,631.0,0.010341380271071997
354,0716A71C,50,1237,1237.0,0.02027303866135667
355,0716A71C,51,672,672.0,0.011013324155563204
356,0716A71C,52,912,912.0,0.01494665421112149
357,0783A7EA,1,17504,17504.0,0.09885188594534458
358,0783A7EA,2,13087,13087.0,0.07390737153603316
359,0783A7EA,3,10668,10668.0,0.06024633908049223
360,0783A7EA,4,9490,9490.0,0.05359371558622715
361,0783A7EA,5,4969,4969.0,0.028061872786929683
362,0783A7EA,6,6115,6115.0,0.034533779853506745
363,0783A7EA,7,4116,4116.0,0.023244650511371017
364,0783A7EA,8,5506,5506.0,0.031094520339069197
365,0783A7EA,9,4226,4226.0,0.02386586323154857
366,0783A7EA,10,5065,5065.0,0.028604022069993733
367,0783A7EA,11,5545,5545.0,0.03131476848531397
368,0783A7EA,12,2695,2695.0,0.01521971164435007
369,0783A7EA,13,3672,3672.0,0.020737210077199798
370,0783A7EA,14,3024,3024.0,0.01707770241651748
371,0783A7EA,15,3276,3276.0,0.018500844284560607
372,0783A7EA,16,1181,1181.0,0.006669565659360829
373,0783A7EA,17,1184,1184.0,0.00668650782445658
374,0783A7EA,18,215,215.0,0.0012141884985288553
375,0783A7EA,19,344,344.0,0.0019427015976461685
376,0783A7EA,20,93,93.0,0.0005252071179682956
377,0783A7EA,21,65,65.0,0.00036708024374128187
378,0783A7EA,22,244,244.0,0.0013779627611211196
379,0783A7EA,23,82,82.0,0.00046308584595054016
380,0783A7EA,24,109,109.0,0.0006155653318123034
381,0783A7EA,25,62,62.0,0.00035013807864553036
382,0783A7EA,26,66,66.0,0.0003727276321065323
383,0783A7EA,27,133,133.0,0.0007511026525783152
384,0783A7EA,28,58,58.0,0.0003275485251845284
385,0783A7EA,29,298,298.0,0.001682921732844646
386,0783A7EA,30,26,26.0,0.00014683209749651274
387,0783A7EA,31,18,18.0,0.00010165299057450882
388,0783A7EA,32,14,14.0,7.906343711350686e-05
389,0783A7EA,33,84,84.0,0.00047438062268104116
390,0783A7EA,34,44,44.0,0.00024848508807102156
391,0783A7EA,35,33,33.0,0.00018636381605326616
392,0783A7EA,36,16,16.0,9.035821384400784e-05
393,0783A7EA,37,91,91.0,0.0005139123412377946
394,0783A7EA,38,130,130.0,0.0007341604874825637
395,0783A7EA,39,617,617.0,0.003484438621359552
396,0783A7EA,40,814,814.0,0.004596974129313899
397,0783A7EA,41,1961,1961.0,0.011074528584256211
398,0783A7EA,42,3803,3803.0,0.021477017953047614
399,0783A7EA,43,3884,3884.0,0.021934456410632904
400,0783A7EA,44,3182,3182.0,0.017969989778227058
401,0783A7EA,45,4854,4854.0,0.027412423124925877
402,0783A7EA,46,8851,8851.0,0.04998503442083209
403,0783A7EA,47,9051,9051.0,0.05111451209388219
404,0783A7EA,48,7741,7741.0,0.043716433335404044
405,0783A7EA,49,5911,5911.0,0.033381712626995644
406,0783A7EA,50,7988,7988.0,0.04511133826162091
407,0783A7EA,51,8349,8349.0,0.04715004546147634
408,0783A7EA,52,6519,6519.0,0.036815324753067945
409,0ADA5F17,1,9,9.0,0.00028284986957478235
410,0ADA5F17,2,1,1.0,3.1427763286086926e-05
411,0ADA5F17,3,3,3.0,9.428328985826078e-05
412,0ADA5F17,4,9,9.0,0.00028284986957478235
413,0ADA5F17,5,20,20.0,0.0006285552657217386
414,0ADA5F17,6,4,4.0,0.0001257110531443477
415,0ADA5F17,7,7,7.0,0.00021999434300260852
416,0ADA5F17,8,4,4.0,0.0001257110531443477
417,0ADA5F17,9,8,8.0,0.0002514221062886954
418,0ADA5F17,10,18,18.0,0.0005656997391495647
419,0ADA5F17,11,5,5.0,0.00015713881643043465
420,0ADA5F17,12,5,5.0,0.00015713881643043465
421,0ADA5F17,13,34,34.0,0.0010685439517269556
422,0ADA5F17,14,25,25.0,0.0007856940821521733
423,0ADA5F17,15,56,56.0,0.0017599547440208681
424,0ADA5F17,16,382,382.0,0.012005405575285207
425,0ADA5F17,17,1291,1291.0,0.04057324240233823
426,0ADA5F17,18,2202,2202.0,0.06920393475596341
427,0ADA5F17,19,2843,2843.0,0.08934913102234514
428,0ADA5F17,20,1566,1566.0,0.04921587730601213
429,0ADA5F17,21,1993,1993.0,0.06263553222917125
430,0ADA5F17,22,2239,2239.0,0.07036676199754864
431,0ADA5F17,23,1188,1188.0,0.03733618278387127
432,0ADA5F17,24,1713,1713.0,0.05383575850906691
433,0ADA5F17,25,1018,1018.0,0.03199346302523649
434,0ADA5F17,26,1082,1082.0,0.034004839875546054
435,0ADA5F17,27,978,978.0,0.03073635249379302
436,0ADA5F17,28,855,855.0,0.026870737609604324
437,0ADA5F17,29,594,594.0,0.018668091391935634
438,0ADA5F17,30,666,666.0,0.020930890348533893
439,0ADA5F17,31,859,859.0,0.02699644866274867
440,0ADA5F17,32,809,809.0,0.025425060498444327
441,0ADA5F17,33,832,832.0,0.026147899054024325
442,0ADA5F17,34,844,844.0,0.026525032213457367
443,0ADA5F17,35,1459,1459.0,0.04585310663440083
444,0ADA5F17,36,1565,1565.0,0.04918444954272604
445,0ADA5F17,37,1398,1398.0,0.04393601307394953
446,0ADA5F17,38,1286,1286.0,0.04041610358590779
447,0ADA5F17,39,919,919.0,0.02888211445991389
448,0ADA5F17,40,610,610.0,0.019170935604513027
449,0ADA5F17,41,190,190.0,0.005971275024356517
450,0ADA5F17,42,55,55.0,0.0017285269807347811
451,0ADA5F17,43,18,18.0,0.0005656997391495647
452,0ADA5F17,44,24,24.0,0.0007542663188660863
453,0ADA5F17,45,14,14.0,0.00043998868600521703
454,0ADA5F17,46,5,5.0,0.00015713881643043465
455,0ADA5F17,47,6,6.0,0.00018856657971652157
456,0ADA5F17,48,13,13.0,0.0004085609227191301
457,0ADA5F17,49,5,5.0,0.00015713881643043465
458,0ADA5F17,50,50,50.0,0.0015713881643043466
459,0ADA5F17,51,30,30.0,0.0009428328985826078
460,0ADA5F17,52,10,10.0,0.0003142776328608693
461,0B1B2EB6,1,6,6.0,0.17647058823529413
462,0B1B2EB6,2,5,5.0,0.14705882352941177
463,0B1B2EB6,3,5,5.0,0.14705882352941177
464,0B1B2EB6,5,1,1.0,0.029411764705882353
465,0B1B2EB6,6,1,1.0,0.029411764705882353
466,0B1B2EB6,10,1,1.0,0.029411764705882353
467,0B1B2EB6,14,1,1.0,0.029411764705882353
468,0B1B2EB6,39,1,1.0,0.029411764705882353
469,0B1B2EB6,41,9,9.0,0.2647058823529412
470,0B1B2EB6,43,2,2.0,0.058823529411764705
471,0B1B2EB6,49,2,2.0,0.058823529411764705
472,0D88C072,1,364,364.0,0.024601243579345768
473,0D88C072,2,313,313.0,0.021154366044876995
474,0D88C072,3,147,147.0,0.009935117599351177
475,0D88C072,4,378,378.0,0.025547445255474453
476,0D88C072,5,315,315.0,0.021289537712895375
477,0D88C072,6,230,230.0,0.015544741822114084
478,0D88C072,7,215,215.0,0.01453095431197621
479,0D88C072,8,183,183.0,0.012368207623682076
480,0D88C072,9,209,209.0,0.01412543930792106
481,0D88C072,10,217,217.0,0.014666125979994593
482,0D88C072,11,245,245.0,0.01655852933225196
483,0D88C072,12,197,197.0,0.013314409299810759
484,0D88C072,13,120,120.0,0.008110300081103
485,0D88C072,14,196,196.0,0.013246823465801569
486,0D88C072,15,118,118.0,0.007975128413084618
487,0D88C072,16,272,272.0,0.018383346850500134
488,0D88C072,17,212,212.0,0.014328196809948636
489,0D88C072,18,479,479.0,0.03237361449040281
490,0D88C072,19,442,442.0,0.02987293863206272
491,0D88C072,20,242,242.0,0.016355771830224384
492,0D88C072,21,338,338.0,0.022844011895106785
493,0D88C072,22,338,338.0,0.022844011895106785
494,0D88C072,23,219,219.0,0.014801297648012976
495,0D88C072,24,213,213.0,0.014395782643957826
496,0D88C072,25,249,249.0,0.016828872668288728
497,0D88C072,26,303,303.0,0.020478507704785077
498,0D88C072,27,272,272.0,0.018383346850500134
499,0D88C072,28,244,244.0,0.016490943498242767
500,0D88C072,29,269,269.0,0.01818058934847256
501,0D88C072,30,262,262.0,0.01770748851040822
502,0D88C072,31,286,286.0,0.01932954852662882
503,0D88C072,32,437,437.0,0.029535009462016763
504,0D88C072,33,343,343.0,0.023181941065152745
505,0D88C072,34,316,316.0,0.02135712354690457
506,0D88C072,35,321,321.0,0.021695052716950526
507,0D88C072,36,418,418.0,0.02825087861584212
508,0D88C072,37,375,375.0,0.02534468775344688
509,0D88C072,38,317,317.0,0.02142470938091376
510,0D88C072,39,254,254.0,0.017166801838334685
511,0D88C072,40,291,291.0,0.019667477696674776
512,0D88C072,41,230,230.0,0.015544741822114084
513,0D88C072,42,239,239.0,0.01615301432819681
514,0D88C072,43,239,239.0,0.01615301432819681
515,0D88C072,44,349,349.0,0.023587456069207893
516,0D88C072,45,355,355.0,0.023992971073263043
517,0D88C072,46,307,307.0,0.020748851040821845
518,0D88C072,47,359,359.0,0.02426331440929981
519,0D88C072,48,211,211.0,0.014260610975939444
520,0D88C072,49,421,421.0,0.028453636117869694
521,0D88C072,50,395,395.0,0.02669640443363071
522,0D88C072,51,220,220.0,0.014868883482022168
